id,name,score1,score2
8087,Student_8087,93,58
8088,Student_8088,70,57
8089,Student_8089,69,68
8090,Student_8090,71,76
8091,Student_8091,97,56
8092,Student_8092,96,58
8093,Student_8093,83,63
8094,Student_8094,58,55
8095,Student_8095,82,63
8096,Student_8096,71,55
8097,Student_8097,70,52
8098,Student_8098,56,74
8099,Student_8099,64,80
8100,Student_8100,50,50
8101,Student_8101,89,96
8102,Student_8102,65,61
8103,Student_8103,72,77
8104,Student_8104,74,84
8105,Student_8105,73,74
8106,Student_8106,79,96
8107,Student_8107,73,92
8108,Student_8108,81,78
8109,Student_8109,50,61
8110,Student_8110,54,95
8111,Student_8111,93,93
8112,Student_8112,95,81
8113,Student_8113,100,94
8114,Student_8114,52,83
8115,Student_8115,52,56
8116,Student_8116,93,84
8117,Student_8117,99,100
8118,Student_8118,85,69
8119,Student_8119,66,71
8120,Student_8120,79,74
8121,Student_8121,85,80
8122,Student_8122,52,87
8123,Student_8123,99,53
8124,Student_8124,95,88
8125,Student_8125,55,98
8126,Student_8126,59,55
8127,Student_8127,96,97
8128,Student_8128,67,90
8129,Student_8129,98,74
8130,Student_8130,72,75
8131,Student_8131,83,86
8132,Student_8132,60,74
8133,Student_8133,82,92
8134,Student_8134,82,100
8135,Student_8135,74,73
8136,Student_8136,54,84
8137,Student_8137,90,60
8138,Student_8138,59,77
8139,Student_8139,50,73
8140,Student_8140,72,72
8141,Student_8141,93,88
8142,Student_8142,98,52
8143,Student_8143,81,71
8144,Student_8144,91,93
8145,Student_8145,93,61
8146,Student_8146,83,57
8147,Student_8147,70,92
8148,Student_8148,90,68
8149,Student_8149,64,51
8150,Student_8150,65,72
8151,Student_8151,50,82
8152,Student_8152,99,79
8153,Student_8153,84,85
8154,Student_8154,61,50
8155,Student_8155,65,88
8156,Student_8156,84,87
8157,Student_8157,84,55
8158,Student_8158,76,71
8159,Student_8159,79,72
8160,Student_8160,80,51
8161,Student_8161,79,91
8162,Student_8162,95,58
8163,Student_8163,63,54
8164,Student_8164,61,90
8165,Student_8165,70,92
8166,Student_8166,60,92
8167,Student_8167,79,60
8168,Student_8168,90,54
8169,Student_8169,50,75
8170,Student_8170,77,63
8171,Student_8171,69,76
8172,Student_8172,99,77
8173,Student_8173,84,70
8174,Student_8174,95,57
8175,Student_8175,65,92
8176,Student_8176,91,93
8177,Student_8177,58,61
8178,Student_8178,81,74
8179,Student_8179,51,80
8180,Student_8180,81,92
8181,Student_8181,77,95
8182,Student_8182,66,65
8183,Student_8183,99,57
8184,Student_8184,77,91
8185,Student_8185,73,89
8186,Student_8186,58,51
8187,Student_8187,64,98
8188,Student_8188,97,100
8189,Student_8189,96,83
8190,Student_8190,100,88
8191,Student_8191,65,80
8192,Student_8192,66,87
8193,Student_8193,68,81
8194,Student_8194,93,65
8195,Student_8195,63,50
8196,Student_8196,87,73
8197,Student_8197,70,58
8198,Student_8198,95,58
8199,Student_8199,97,98
8200,Student_8200,94,100
8201,Student_8201,82,60
8202,Student_8202,76,74
8203,Student_8203,62,74
8204,Student_8204,68,73
8205,Student_8205,75,80
8206,Student_8206,86,89
8207,Student_8207,65,90
8208,Student_8208,96,90
8209,Student_8209,76,85
8210,Student_8210,78,52
8211,Student_8211,78,78
8212,Student_8212,90,67
8213,Student_8213,60,59
8214,Student_8214,82,97
8215,Student_8215,82,62
8216,Student_8216,77,85
8217,Student_8217,86,88
8218,Student_8218,52,57
8219,Student_8219,54,84
8220,Student_8220,69,83
8221,Student_8221,54,83
8222,Student_8222,87,54
8223,Student_8223,96,74
8224,Student_8224,84,59
8225,Student_8225,78,73
8226,Student_8226,61,99
8227,Student_8227,51,61
8228,Student_8228,96,64
8229,Student_8229,60,84
8230,Student_8230,68,90
8231,Student_8231,56,63
8232,Student_8232,69,72
8233,Student_8233,83,64
8234,Student_8234,91,51
8235,Student_8235,73,51
8236,Student_8236,61,83
8237,Student_8237,60,87
8238,Student_8238,52,71
8239,Student_8239,64,70
8240,Student_8240,69,73
8241,Student_8241,93,74
8242,Student_8242,75,73
8243,Student_8243,84,91
8244,Student_8244,88,78
8245,Student_8245,100,80
8246,Student_8246,56,56
8247,Student_8247,93,87
8248,Student_8248,90,85
8249,Student_8249,93,97
8250,Student_8250,75,63
8251,Student_8251,57,73
8252,Student_8252,77,83
8253,Student_8253,54,51
8254,Student_8254,84,83
8255,Student_8255,90,59
8256,Student_8256,90,85
8257,Student_8257,93,56
8258,Student_8258,72,88
8259,Student_8259,59,74
8260,Student_8260,75,81
8261,Student_8261,66,86
8262,Student_8262,55,57
8263,Student_8263,65,67
8264,Student_8264,72,51
8265,Student_8265,67,55
8266,Student_8266,73,61
8267,Student_8267,97,85
8268,Student_8268,87,76
8269,Student_8269,57,86
8270,Student_8270,92,82
8271,Student_8271,66,78
8272,Student_8272,93,93
8273,Student_8273,90,88
8274,Student_8274,57,85
8275,Student_8275,60,64
8276,Student_8276,54,81
8277,Student_8277,86,85
8278,Student_8278,67,93
8279,Student_8279,99,50
8280,Student_8280,70,62
8281,Student_8281,73,79
8282,Student_8282,60,99
8283,Student_8283,93,56
8284,Student_8284,60,56
8285,Student_8285,65,56
8286,Student_8286,96,68
8287,Student_8287,95,83
8288,Student_8288,92,52
8289,Student_8289,72,63
8290,Student_8290,75,90
8291,Student_8291,97,58
8292,Student_8292,56,65
8293,Student_8293,58,52
8294,Student_8294,52,94
8295,Student_8295,99,76
8296,Student_8296,62,72
8297,Student_8297,88,57
8298,Student_8298,90,50
8299,Student_8299,71,99
8300,Student_8300,85,99
8301,Student_8301,62,72
8302,Student_8302,87,55
8303,Student_8303,93,54
8304,Student_8304,54,67
8305,Student_8305,80,54
8306,Student_8306,85,80
8307,Student_8307,96,53
8308,Student_8308,78,61
8309,Student_8309,96,64
8310,Student_8310,95,92
8311,Student_8311,71,92
8312,Student_8312,80,76
8313,Student_8313,95,98
8314,Student_8314,58,68
8315,Student_8315,74,94
8316,Student_8316,100,60
8317,Student_8317,81,50
8318,Student_8318,78,75
8319,Student_8319,71,98
8320,Student_8320,61,55
8321,Student_8321,99,64
8322,Student_8322,78,94
8323,Student_8323,59,80
8324,Student_8324,90,73
8325,Student_8325,52,64
8326,Student_8326,52,93
8327,Student_8327,73,77
8328,Student_8328,95,54
8329,Student_8329,62,75
8330,Student_8330,92,64
8331,Student_8331,89,67
8332,Student_8332,98,91
8333,Student_8333,81,68
8334,Student_8334,53,53
8335,Student_8335,96,51
8336,Student_8336,82,64
8337,Student_8337,57,57
8338,Student_8338,89,86
8339,Student_8339,56,58
8340,Student_8340,94,52
8341,Student_8341,57,97
8342,Student_8342,80,84
8343,Student_8343,74,95
8344,Student_8344,90,78
8345,Student_8345,59,61
8346,Student_8346,92,77
8347,Student_8347,89,97
8348,Student_8348,61,62
8349,Student_8349,96,68
8350,Student_8350,93,62
8351,Student_8351,76,86
8352,Student_8352,96,53
8353,Student_8353,89,94
8354,Student_8354,70,82
8355,Student_8355,79,100
8356,Student_8356,88,92
8357,Student_8357,68,100
8358,Student_8358,69,96
8359,Student_8359,61,79
8360,Student_8360,85,74
8361,Student_8361,96,97
8362,Student_8362,78,90
8363,Student_8363,62,69
8364,Student_8364,76,60
8365,Student_8365,53,54
8366,Student_8366,62,51
8367,Student_8367,88,63
8368,Student_8368,58,91
8369,Student_8369,83,55
8370,Student_8370,74,85
8371,Student_8371,97,76
8372,Student_8372,85,79
8373,Student_8373,53,70
8374,Student_8374,89,96
8375,Student_8375,62,87
8376,Student_8376,84,89
8377,Student_8377,68,98
8378,Student_8378,95,51
8379,Student_8379,93,78
8380,Student_8380,51,54
8381,Student_8381,75,54
8382,Student_8382,67,81
8383,Student_8383,65,77
8384,Student_8384,55,60
8385,Student_8385,77,84
8386,Student_8386,61,89
8387,Student_8387,52,94
8388,Student_8388,74,99
8389,Student_8389,96,71
8390,Student_8390,91,82
8391,Student_8391,50,58
8392,Student_8392,77,91
8393,Student_8393,50,93
8394,Student_8394,56,96
8395,Student_8395,50,62
8396,Student_8396,67,57
8397,Student_8397,76,100
8398,Student_8398,82,53
8399,Student_8399,63,100
8400,Student_8400,67,50
8401,Student_8401,79,84
8402,Student_8402,53,78
8403,Student_8403,92,51
8404,Student_8404,59,76
8405,Student_8405,99,63
8406,Student_8406,84,92
8407,Student_8407,61,91
8408,Student_8408,79,70
8409,Student_8409,57,50
8410,Student_8410,84,52
8411,Student_8411,86,96
8412,Student_8412,81,87
8413,Student_8413,98,68
8414,Student_8414,50,97
8415,Student_8415,70,58
8416,Student_8416,59,50
8417,Student_8417,78,52
8418,Student_8418,91,85
8419,Student_8419,86,97
8420,Student_8420,82,66
8421,Student_8421,76,82
8422,Student_8422,94,66
8423,Student_8423,86,92
8424,Student_8424,71,52
8425,Student_8425,54,95
8426,Student_8426,51,93
8427,Student_8427,73,85
8428,Student_8428,73,51
8429,Student_8429,67,81
8430,Student_8430,52,54
8431,Student_8431,67,54
8432,Student_8432,78,81
8433,Student_8433,77,90
8434,Student_8434,73,92
8435,Student_8435,92,72
8436,Student_8436,64,68
8437,Student_8437,75,75
8438,Student_8438,63,54
8439,Student_8439,91,98
8440,Student_8440,94,65
8441,Student_8441,92,62
8442,Student_8442,100,89
8443,Student_8443,83,70
8444,Student_8444,68,73
8445,Student_8445,73,75
8446,Student_8446,93,50
8447,Student_8447,76,66
8448,Student_8448,50,91
8449,Student_8449,51,53
8450,Student_8450,87,60
8451,Student_8451,55,61
8452,Student_8452,86,77
8453,Student_8453,67,58
8454,Student_8454,74,94
8455,Student_8455,96,56
8456,Student_8456,86,72
8457,Student_8457,78,87
8458,Student_8458,67,66
8459,Student_8459,84,62
8460,Student_8460,89,88
8461,Student_8461,52,57
8462,Student_8462,52,65
8463,Student_8463,78,76
8464,Student_8464,73,80
8465,Student_8465,78,91
8466,Student_8466,54,72
8467,Student_8467,51,58
8468,Student_8468,55,59
8469,Student_8469,99,67
8470,Student_8470,87,89
8471,Student_8471,81,94
8472,Student_8472,98,52
8473,Student_8473,88,74
8474,Student_8474,86,94
8475,Student_8475,56,81
8476,Student_8476,83,72
8477,Student_8477,96,51
8478,Student_8478,99,73
8479,Student_8479,91,100
8480,Student_8480,75,52
8481,Student_8481,54,65
8482,Student_8482,70,100
8483,Student_8483,80,87
8484,Student_8484,80,72
8485,Student_8485,58,62
8486,Student_8486,86,60
8487,Student_8487,53,82
8488,Student_8488,52,76
8489,Student_8489,78,51
8490,Student_8490,84,90
8491,Student_8491,53,80
8492,Student_8492,79,71
8493,Student_8493,97,83
8494,Student_8494,51,86
8495,Student_8495,58,87
8496,Student_8496,63,92
8497,Student_8497,51,70
8498,Student_8498,88,97
8499,Student_8499,86,53
8500,Student_8500,92,87
8501,Student_8501,69,63
8502,Student_8502,57,82
8503,Student_8503,72,51
8504,Student_8504,100,100
8505,Student_8505,80,59
8506,Student_8506,59,84
8507,Student_8507,55,98
8508,Student_8508,95,72
8509,Student_8509,50,68
8510,Student_8510,76,99
8511,Student_8511,99,70
8512,Student_8512,82,100
8513,Student_8513,59,98
8514,Student_8514,51,58
8515,Student_8515,87,56
8516,Student_8516,52,64
8517,Student_8517,65,67
8518,Student_8518,89,85
8519,Student_8519,70,95
8520,Student_8520,70,51
8521,Student_8521,88,78
8522,Student_8522,74,50
8523,Student_8523,72,86
8524,Student_8524,54,100
8525,Student_8525,68,99
8526,Student_8526,92,97
8527,Student_8527,88,80
8528,Student_8528,52,85
8529,Student_8529,54,51
8530,Student_8530,81,87
8531,Student_8531,57,88
8532,Student_8532,78,80
8533,Student_8533,54,55
8534,Student_8534,71,56
8535,Student_8535,70,87
8536,Student_8536,80,51
8537,Student_8537,81,80
8538,Student_8538,97,69
8539,Student_8539,73,67
8540,Student_8540,50,79
8541,Student_8541,57,85
8542,Student_8542,71,95
8543,Student_8543,78,86
8544,Student_8544,60,52
8545,Student_8545,86,92
8546,Student_8546,87,53
8547,Student_8547,68,84
8548,Student_8548,98,100
8549,Student_8549,60,55
8550,Student_8550,68,87
8551,Student_8551,60,93
8552,Student_8552,77,65
8553,Student_8553,65,68
8554,Student_8554,59,68
8555,Student_8555,89,55
8556,Student_8556,99,67
8557,Student_8557,64,69
8558,Student_8558,100,89
8559,Student_8559,86,66
8560,Student_8560,97,98
8561,Student_8561,65,88
8562,Student_8562,61,69
8563,Student_8563,65,68
8564,Student_8564,84,97
8565,Student_8565,98,94
8566,Student_8566,88,58
8567,Student_8567,73,70
8568,Student_8568,99,53
8569,Student_8569,77,94
8570,Student_8570,82,58
8571,Student_8571,89,57
8572,Student_8572,58,73
8573,Student_8573,61,90
8574,Student_8574,64,95
8575,Student_8575,73,59
8576,Student_8576,85,81
8577,Student_8577,69,63
8578,Student_8578,95,100
8579,Student_8579,76,81
8580,Student_8580,89,67
8581,Student_8581,84,79
8582,Student_8582,89,96
8583,Student_8583,79,62
8584,Student_8584,79,62
8585,Student_8585,72,75
8586,Student_8586,78,69
8587,Student_8587,72,96
8588,Student_8588,64,71
8589,Student_8589,51,69
8590,Student_8590,82,94
8591,Student_8591,78,97
8592,Student_8592,76,79
8593,Student_8593,68,94
8594,Student_8594,69,76
8595,Student_8595,74,67
8596,Student_8596,72,96
8597,Student_8597,93,83
8598,Student_8598,92,67
8599,Student_8599,69,66
8600,Student_8600,75,82
8601,Student_8601,57,75
8602,Student_8602,93,70
8603,Student_8603,83,67
8604,Student_8604,51,55
8605,Student_8605,62,71
8606,Student_8606,68,86
8607,Student_8607,50,87
8608,Student_8608,76,100
8609,Student_8609,76,53
8610,Student_8610,62,80
8611,Student_8611,96,64
8612,Student_8612,77,60
8613,Student_8613,85,97
8614,Student_8614,74,60
8615,Student_8615,61,61
8616,Student_8616,60,63
8617,Student_8617,71,90
8618,Student_8618,90,77
8619,Student_8619,63,94
8620,Student_8620,74,80
8621,Student_8621,87,66
8622,Student_8622,58,78
8623,Student_8623,83,80
8624,Student_8624,71,68
8625,Student_8625,59,69
8626,Student_8626,84,79
8627,Student_8627,73,70
8628,Student_8628,63,52
8629,Student_8629,67,78
8630,Student_8630,92,58
8631,Student_8631,91,72
8632,Student_8632,89,69
8633,Student_8633,62,84
8634,Student_8634,57,57
8635,Student_8635,56,59
8636,Student_8636,79,53
8637,Student_8637,72,97
8638,Student_8638,61,100
8639,Student_8639,75,59
8640,Student_8640,93,68
8641,Student_8641,74,86
8642,Student_8642,61,76
8643,Student_8643,65,83
8644,Student_8644,72,59
8645,Student_8645,93,82
8646,Student_8646,68,97
8647,Student_8647,57,54
8648,Student_8648,70,75
8649,Student_8649,67,69
8650,Student_8650,89,82
8651,Student_8651,77,82
8652,Student_8652,52,78
8653,Student_8653,60,88
8654,Student_8654,94,71
8655,Student_8655,69,53
8656,Student_8656,90,94
8657,Student_8657,78,100
8658,Student_8658,51,67
8659,Student_8659,56,69
8660,Student_8660,55,50
8661,Student_8661,67,52
8662,Student_8662,54,64
8663,Student_8663,70,53
8664,Student_8664,90,96
8665,Student_8665,93,74
8666,Student_8666,75,78
8667,Student_8667,62,89
8668,Student_8668,71,65
8669,Student_8669,95,66
8670,Student_8670,57,66
8671,Student_8671,72,59
8672,Student_8672,55,92
8673,Student_8673,81,61
8674,Student_8674,84,74
8675,Student_8675,68,76
8676,Student_8676,52,53
8677,Student_8677,91,80
8678,Student_8678,100,67
8679,Student_8679,68,86
8680,Student_8680,88,52
8681,Student_8681,77,63
8682,Student_8682,63,71
8683,Student_8683,84,93
8684,Student_8684,59,50
8685,Student_8685,74,85
8686,Student_8686,65,80
8687,Student_8687,93,82
8688,Student_8688,82,58
8689,Student_8689,87,67
8690,Student_8690,100,68
8691,Student_8691,90,65
8692,Student_8692,70,74
8693,Student_8693,72,96
8694,Student_8694,62,98
8695,Student_8695,77,85
8696,Student_8696,51,78
8697,Student_8697,60,99
8698,Student_8698,86,89
8699,Student_8699,93,81
8700,Student_8700,65,56
8701,Student_8701,90,71
8702,Student_8702,66,73
8703,Student_8703,76,92
8704,Student_8704,86,67
8705,Student_8705,75,84
8706,Student_8706,80,83
8707,Student_8707,51,85
8708,Student_8708,91,76
8709,Student_8709,65,64
8710,Student_8710,56,66
8711,Student_8711,76,85
8712,Student_8712,100,81
8713,Student_8713,76,94
8714,Student_8714,88,51
8715,Student_8715,78,90
8716,Student_8716,75,63
8717,Student_8717,93,67
8718,Student_8718,92,97
8719,Student_8719,54,83
8720,Student_8720,96,81
8721,Student_8721,83,56
8722,Student_8722,57,68
8723,Student_8723,94,93
8724,Student_8724,78,72
8725,Student_8725,81,84
8726,Student_8726,93,93
8727,Student_8727,84,75
8728,Student_8728,78,88
8729,Student_8729,62,70
8730,Student_8730,56,54
8731,Student_8731,86,99
8732,Student_8732,61,89
8733,Student_8733,96,96
8734,Student_8734,65,73
8735,Student_8735,96,73
8736,Student_8736,53,80
8737,Student_8737,97,81
8738,Student_8738,96,100
8739,Student_8739,85,87
8740,Student_8740,87,81
8741,Student_8741,72,76
8742,Student_8742,55,93
8743,Student_8743,95,54
8744,Student_8744,93,70
8745,Student_8745,50,68
8746,Student_8746,99,89
8747,Student_8747,66,77
8748,Student_8748,86,91
8749,Student_8749,58,54
8750,Student_8750,98,71
8751,Student_8751,88,51
8752,Student_8752,69,73
8753,Student_8753,62,65
8754,Student_8754,82,92
8755,Student_8755,69,72
8756,Student_8756,67,98
8757,Student_8757,82,98
8758,Student_8758,56,90
8759,Student_8759,94,91
8760,Student_8760,97,83
8761,Student_8761,81,61
8762,Student_8762,77,88
8763,Student_8763,87,96
8764,Student_8764,77,64
8765,Student_8765,100,56
8766,Student_8766,68,83
8767,Student_8767,71,62
8768,Student_8768,81,52
8769,Student_8769,92,68
8770,Student_8770,60,83
8771,Student_8771,78,100
8772,Student_8772,91,85
8773,Student_8773,82,76
8774,Student_8774,89,52
8775,Student_8775,100,56
8776,Student_8776,70,54
8777,Student_8777,70,71
8778,Student_8778,87,64
8779,Student_8779,63,54
8780,Student_8780,98,63
8781,Student_8781,96,76
8782,Student_8782,52,76
8783,Student_8783,89,69
8784,Student_8784,79,69
8785,Student_8785,80,54
8786,Student_8786,52,60
8787,Student_8787,95,64
8788,Student_8788,51,75
8789,Student_8789,77,57
8790,Student_8790,79,61
8791,Student_8791,82,55
8792,Student_8792,91,100
8793,Student_8793,76,78
8794,Student_8794,74,76
8795,Student_8795,77,56
8796,Student_8796,53,77
8797,Student_8797,66,53
8798,Student_8798,69,68
8799,Student_8799,55,76
8800,Student_8800,52,93
8801,Student_8801,87,58
8802,Student_8802,66,88
8803,Student_8803,63,74
8804,Student_8804,63,96
8805,Student_8805,82,55
8806,Student_8806,57,99
8807,Student_8807,58,66
8808,Student_8808,78,74
8809,Student_8809,54,97
8810,Student_8810,72,53
8811,Student_8811,77,61
8812,Student_8812,96,55
8813,Student_8813,98,65
8814,Student_8814,62,82
8815,Student_8815,82,94
8816,Student_8816,82,93
8817,Student_8817,55,81
8818,Student_8818,87,82
8819,Student_8819,91,94
8820,Student_8820,92,69
8821,Student_8821,57,83
8822,Student_8822,84,52
8823,Student_8823,87,81
8824,Student_8824,100,84
8825,Student_8825,59,79
8826,Student_8826,64,81
8827,Student_8827,79,100
8828,Student_8828,73,81
8829,Student_8829,53,100
8830,Student_8830,64,87
8831,Student_8831,88,61
8832,Student_8832,94,76
8833,Student_8833,95,57
8834,Student_8834,76,91
8835,Student_8835,53,98
8836,Student_8836,75,87
8837,Student_8837,97,66
8838,Student_8838,99,63
8839,Student_8839,54,52
8840,Student_8840,67,81
8841,Student_8841,88,55
8842,Student_8842,56,90
8843,Student_8843,75,74
8844,Student_8844,84,64
8845,Student_8845,78,93
8846,Student_8846,60,71
8847,Student_8847,100,84
8848,Student_8848,51,78
8849,Student_8849,88,68
8850,Student_8850,50,84
8851,Student_8851,52,92
8852,Student_8852,90,71
8853,Student_8853,67,62
8854,Student_8854,72,85
8855,Student_8855,95,68
8856,Student_8856,94,52
8857,Student_8857,95,64
8858,Student_8858,85,91
8859,Student_8859,90,89
8860,Student_8860,58,60
8861,Student_8861,65,54
8862,Student_8862,79,97
8863,Student_8863,80,88
8864,Student_8864,98,57
8865,Student_8865,97,95
8866,Student_8866,54,58
8867,Student_8867,70,60
8868,Student_8868,60,51
8869,Student_8869,64,81
8870,Student_8870,87,73
8871,Student_8871,98,86
8872,Student_8872,87,90
8873,Student_8873,99,82
8874,Student_8874,99,80
8875,Student_8875,74,62
8876,Student_8876,69,97
8877,Student_8877,66,82
8878,Student_8878,60,79
8879,Student_8879,59,87
8880,Student_8880,52,66
8881,Student_8881,65,72
8882,Student_8882,89,73
8883,Student_8883,78,97
8884,Student_8884,81,59
8885,Student_8885,79,70
8886,Student_8886,90,78
8887,Student_8887,54,95
8888,Student_8888,89,61
8889,Student_8889,74,54
8890,Student_8890,78,94
8891,Student_8891,61,100
8892,Student_8892,77,71
8893,Student_8893,69,78
8894,Student_8894,70,51
8895,Student_8895,86,99
8896,Student_8896,66,96
8897,Student_8897,83,86
8898,Student_8898,51,79
8899,Student_8899,67,86
8900,Student_8900,52,61
8901,Student_8901,61,60
8902,Student_8902,83,91
8903,Student_8903,67,62
8904,Student_8904,64,95
8905,Student_8905,59,91
8906,Student_8906,53,77
8907,Student_8907,87,65
8908,Student_8908,81,69
8909,Student_8909,75,83
8910,Student_8910,52,58
8911,Student_8911,83,79
8912,Student_8912,95,58
8913,Student_8913,73,70
8914,Student_8914,87,50
8915,Student_8915,80,96
8916,Student_8916,56,88
8917,Student_8917,52,64
8918,Student_8918,85,82
8919,Student_8919,57,71
8920,Student_8920,60,55
8921,Student_8921,51,85
8922,Student_8922,66,68
8923,Student_8923,69,85
8924,Student_8924,51,50
8925,Student_8925,94,95
8926,Student_8926,61,50
8927,Student_8927,80,90
8928,Student_8928,81,71
8929,Student_8929,91,58
8930,Student_8930,65,70
8931,Student_8931,83,93
8932,Student_8932,81,98
8933,Student_8933,86,99
8934,Student_8934,75,58
8935,Student_8935,66,88
8936,Student_8936,76,87
8937,Student_8937,67,73
8938,Student_8938,55,76
8939,Student_8939,96,59
8940,Student_8940,67,84
8941,Student_8941,76,53
8942,Student_8942,100,60
8943,Student_8943,53,83
8944,Student_8944,93,61
8945,Student_8945,82,100
8946,Student_8946,75,100
8947,Student_8947,68,56
8948,Student_8948,79,55
8949,Student_8949,95,95
8950,Student_8950,81,84
8951,Student_8951,56,99
8952,Student_8952,72,73
8953,Student_8953,80,62
8954,Student_8954,64,61
8955,Student_8955,64,69
8956,Student_8956,98,65
8957,Student_8957,82,98
8958,Student_8958,59,69
8959,Student_8959,57,61
8960,Student_8960,69,69
8961,Student_8961,92,100
8962,Student_8962,67,51
8963,Student_8963,88,97
8964,Student_8964,67,52
8965,Student_8965,54,100
8966,Student_8966,86,52
8967,Student_8967,67,77
8968,Student_8968,57,90
8969,Student_8969,71,99
8970,Student_8970,71,84
8971,Student_8971,85,73
8972,Student_8972,100,68
8973,Student_8973,82,62
8974,Student_8974,90,76
8975,Student_8975,90,79
8976,Student_8976,96,66
8977,Student_8977,63,79
8978,Student_8978,78,84
8979,Student_8979,57,87
8980,Student_8980,90,60
8981,Student_8981,63,53
8982,Student_8982,53,57
8983,Student_8983,55,64
8984,Student_8984,72,72
8985,Student_8985,71,93
8986,Student_8986,86,97
8987,Student_8987,55,75
8988,Student_8988,81,81
8989,Student_8989,55,57
8990,Student_8990,95,63
8991,Student_8991,78,55
8992,Student_8992,63,71
8993,Student_8993,65,87
8994,Student_8994,57,84
8995,Student_8995,65,73
8996,Student_8996,70,79
8997,Student_8997,56,73
8998,Student_8998,60,83
8999,Student_8999,62,86
9000,Student_9000,99,55
9001,Student_9001,78,88
9002,Student_9002,92,90
9003,Student_9003,59,54
9004,Student_9004,94,56
9005,Student_9005,70,60
9006,Student_9006,87,61
9007,Student_9007,70,69
9008,Student_9008,96,100
9009,Student_9009,72,91
9010,Student_9010,95,95
9011,Student_9011,87,76
9012,Student_9012,99,90
9013,Student_9013,56,94
9014,Student_9014,99,78
9015,Student_9015,64,82
9016,Student_9016,55,50
9017,Student_9017,51,87
9018,Student_9018,83,90
9019,Student_9019,94,60
9020,Student_9020,92,88
9021,Student_9021,84,71
9022,Student_9022,97,50
9023,Student_9023,79,57
9024,Student_9024,65,66
9025,Student_9025,85,79
9026,Student_9026,68,67
9027,Student_9027,98,75
9028,Student_9028,92,67
9029,Student_9029,98,79
9030,Student_9030,84,64
9031,Student_9031,66,59
9032,Student_9032,74,53
9033,Student_9033,54,52
9034,Student_9034,79,93
9035,Student_9035,65,88
9036,Student_9036,96,99
9037,Student_9037,84,91
9038,Student_9038,86,74
9039,Student_9039,57,73
9040,Student_9040,72,51
9041,Student_9041,86,96
9042,Student_9042,71,50
9043,Student_9043,66,56
9044,Student_9044,79,66
9045,Student_9045,64,70
9046,Student_9046,52,90
9047,Student_9047,72,50
9048,Student_9048,78,95
9049,Student_9049,73,97
9050,Student_9050,70,63
9051,Student_9051,50,72
9052,Student_9052,79,77
9053,Student_9053,59,87
9054,Student_9054,71,63
9055,Student_9055,85,88
9056,Student_9056,51,87
9057,Student_9057,57,85
9058,Student_9058,75,68
9059,Student_9059,61,80
9060,Student_9060,69,86
9061,Student_9061,82,62
9062,Student_9062,58,89
9063,Student_9063,64,64
9064,Student_9064,62,54
9065,Student_9065,92,76
9066,Student_9066,92,78
9067,Student_9067,52,74
9068,Student_9068,90,59
9069,Student_9069,81,61
9070,Student_9070,99,97
9071,Student_9071,63,63
9072,Student_9072,71,69
9073,Student_9073,89,51
9074,Student_9074,64,94
9075,Student_9075,71,79
9076,Student_9076,77,57
9077,Student_9077,53,85
9078,Student_9078,68,99
9079,Student_9079,50,91
9080,Student_9080,53,74
9081,Student_9081,50,75
9082,Student_9082,84,79
9083,Student_9083,52,89
9084,Student_9084,55,81
9085,Student_9085,52,73
9086,Student_9086,95,61
9087,Student_9087,71,83
9088,Student_9088,68,81
9089,Student_9089,64,85
9090,Student_9090,81,68
9091,Student_9091,97,94
9092,Student_9092,60,63
9093,Student_9093,52,70
9094,Student_9094,71,93
9095,Student_9095,54,86
9096,Student_9096,98,52
9097,Student_9097,50,90
9098,Student_9098,83,97
9099,Student_9099,78,60
9100,Student_9100,74,54
9101,Student_9101,83,92
9102,Student_9102,78,82
9103,Student_9103,50,61
9104,Student_9104,98,65
9105,Student_9105,75,69
9106,Student_9106,50,85
9107,Student_9107,87,94
9108,Student_9108,71,80
9109,Student_9109,81,55
9110,Student_9110,96,91
9111,Student_9111,89,100
9112,Student_9112,55,88
9113,Student_9113,84,76
9114,Student_9114,86,98
9115,Student_9115,94,86
9116,Student_9116,52,75
9117,Student_9117,53,72
9118,Student_9118,63,76
9119,Student_9119,84,61
9120,Student_9120,53,94
9121,Student_9121,50,62
9122,Student_9122,57,70
9123,Student_9123,88,83
9124,Student_9124,87,97
9125,Student_9125,51,97
9126,Student_9126,75,81
9127,Student_9127,68,73
9128,Student_9128,81,98
9129,Student_9129,73,66
9130,Student_9130,62,51
9131,Student_9131,78,69
9132,Student_9132,90,74
9133,Student_9133,69,80
9134,Student_9134,64,92
9135,Student_9135,98,98
9136,Student_9136,70,91
9137,Student_9137,68,51
9138,Student_9138,62,85
9139,Student_9139,56,85
9140,Student_9140,78,54
9141,Student_9141,98,59
9142,Student_9142,61,59
9143,Student_9143,69,74
9144,Student_9144,71,54
9145,Student_9145,85,57
9146,Student_9146,61,98
9147,Student_9147,71,92
9148,Student_9148,90,61
9149,Student_9149,100,99
9150,Student_9150,93,90
9151,Student_9151,55,58
9152,Student_9152,73,57
9153,Student_9153,74,59
9154,Student_9154,62,93
9155,Student_9155,70,83
9156,Student_9156,62,92
9157,Student_9157,74,83
9158,Student_9158,82,63
9159,Student_9159,89,86
9160,Student_9160,71,75
9161,Student_9161,66,63
9162,Student_9162,65,55
